"","component_name","pct_weight","is_refuse","gram_weight","nutrient_name","nutrient_amount","min","max","median","nutrient_unit"
"3804","Total gram weight",100,"N",462,"22:5 n-3 (DPA)",0.011,0.011,0.011,0.011,"G"
"3805","Total gram weight",100,"N",462,"17:0",0.073,0.068,0.078,0.073,"G"
"3806","Total gram weight",100,"N",462,"24:0",0.006,0.004,0.008,0.006,"G"
"3807","Total gram weight",100,"N",462,"16:1 t",0.022,0.021,0.024,0.022,"G"
"3808","Total gram weight",100,"N",462,"18:1 c",2.03,1.96,2.11,2.04,"G"
"3809","Total gram weight",100,"N",462,"18:2 n-6 c,c",0.329,0.323,0.334,0.329,"G"
"3810","Total gram weight",100,"N",462,"17:1",0.047,0.046,0.049,0.047,"G"
"3811","Total gram weight",100,"N",462,"Fatty acids, total trans-monoenoic",0.326,NA,NA,NA,"G"
"3812","Total gram weight",100,"N",462,"18:3 n-3 c,c,c (ALA)",0.012,0.012,0.013,0.012,"G"
"3813","Total gram weight",100,"N",462,"Fatty acids, total trans-dienoic",0.034,NA,NA,NA,"G"
"3814","Total gram weight",100,"N",462,"14:1 c",0.031,NA,NA,NA,"G"
"3815","Total gram weight",100,"N",462,"17:1 c",0.047,NA,NA,NA,"G"
"3816","Total gram weight",100,"N",462,"20:1 c",0.012,NA,NA,NA,"G"
"3817","Total gram weight",100,"N",462,"18:2 c",0.362,NA,NA,NA,"G"
"3818","Total gram weight",100,"N",462,"18:3 c",0.012,NA,NA,NA,"G"
"3819","Total gram weight",100,"N",462,"20:3 c",0.016,NA,NA,NA,"G"
"3820","Total gram weight",100,"N",462,"20:4 c",0.064,NA,NA,NA,"G"
"3821","Total gram weight",100,"N",462,"20:5 c",0.002,NA,NA,NA,"G"
"3822","Total gram weight",100,"N",462,"22:5 c",0.011,NA,NA,NA,"G"
"3823","Total gram weight",100,"N",462,"22:6 c",0.002,NA,NA,NA,"G"
"3824","Total gram weight",100,"N",462,"20:2 c",0.002,NA,NA,NA,"G"
"3825","Total gram weight",100,"N",462,"Total fat (NLEA)",5.56,NA,NA,NA,"G"
"3826","Bone and connective tissue",7.6,"Y",21.6,"Niacin",6.88,6.15,7.25,7.07,"MG"
"3827","Bone and connective tissue",7.6,"Y",21.6,"Pantothenic acid",0.36,NA,NA,0.36,"MG"
"3828","Bone and connective tissue",7.6,"Y",21.6,"Vitamin B-6",0.575,0.516,0.641,0.571,"MG"
"3829","Bone and connective tissue",7.6,"Y",21.6,"Choline, total",56.3,NA,NA,56.3,"MG"
"3830","Bone and connective tissue",7.6,"Y",21.6,"Betaine",10,NA,NA,10,"MG"
"3831","Bone and connective tissue",7.6,"Y",21.6,"10:0",0.006,0.005,0.007,0.006,"G"
"3832","Bone and connective tissue",7.6,"Y",21.6,"16:0",1.5,1.19,1.89,1.46,"G"
"3833","Bone and connective tissue",7.6,"Y",21.6,"18:0",0.773,0.656,0.932,0.753,"G"
"3834","Bone and connective tissue",7.6,"Y",21.6,"20:0",0.004,0.002,0.005,0.004,"G"
"3835","Bone and connective tissue",7.6,"Y",21.6,"20:4",0.048,0.04,0.055,0.048,"G"
"3836","Bone and connective tissue",7.6,"Y",21.6,"20:1",0.011,0.008,0.014,0.011,"G"
"3837","Bone and connective tissue",7.6,"Y",21.6,"Fatty acids, total monounsaturated",2.71,NA,NA,NA,"G"
"3838","Bone and connective tissue",7.6,"Y",21.6,"Fatty acids, total polyunsaturated",0.364,NA,NA,NA,"G"
"3839","Bone and connective tissue",7.6,"Y",21.6,"15:0",0.027,0.023,0.032,0.027,"G"
"3840","Bone and connective tissue",7.6,"Y",21.6,"Total lipid (fat)",6.39,2.33,10.4,6.41,"G"
"3841","Bone and connective tissue",7.6,"Y",21.6,"Carbohydrate, by difference",0,NA,NA,NA,"G"
"3842","Bone and connective tissue",7.6,"Y",21.6,"Energy",155,NA,NA,NA,"KCAL"
"3843","Bone and connective tissue",7.6,"Y",21.6,"Water",69.9,67.2,73.2,69.9,"G"
"3844","Bone and connective tissue",7.6,"Y",21.6,"Calcium, Ca",15,15,15,15,"MG"
"3845","Bone and connective tissue",7.6,"Y",21.6,"Potassium, K",282,278,286,282,"MG"
"3846","Bone and connective tissue",7.6,"Y",21.6,"Zinc, Zn",3.76,3.69,3.84,3.76,"MG"
"3847","Bone and connective tissue",7.6,"Y",21.6,"Selenium, Se",21.3,20.3,22.3,21.3,"UG"
"3848","Bone and connective tissue",7.6,"Y",21.6,"Vitamin E (alpha-tocopherol)",0.25,0.21,0.28,0.25,"MG"
"3849","Bone and connective tissue",7.6,"Y",21.6,"18:1 t",0.261,0.208,0.331,0.253,"G"
"3850","Bone and connective tissue",7.6,"Y",21.6,"18:2 t not further defined",0.03,0.025,0.036,0.03,"G"
"3851","Bone and connective tissue",7.6,"Y",21.6,"18:2 CLAs",0.022,0.019,0.029,0.02,"G"
"3852","Bone and connective tissue",7.6,"Y",21.6,"20:2 n-6 c,c",0.001,0.001,0.002,0.002,"G"
"3853","Bone and connective tissue",7.6,"Y",21.6,"16:1 c",0.211,0.155,0.269,0.209,"G"
"3854","Bone and connective tissue",7.6,"Y",21.6,"20:3 n-6",0.013,0.012,0.014,0.014,"G"
"3855","Bone and connective tissue",7.6,"Y",21.6,"Protein",22.8,21.7,23.9,22.8,"G"
"3856","Bone and connective tissue",7.6,"Y",21.6,"Ash",1.01,0.89,1.14,1.01,"G"
"3857","Bone and connective tissue",7.6,"Y",21.6,"Energy",648,NA,NA,NA,"kJ"
"3858","Bone and connective tissue",7.6,"Y",21.6,"Iron, Fe",1.9,1.79,2.01,1.9,"MG"
"3859","Bone and connective tissue",7.6,"Y",21.6,"Magnesium, Mg",11.3,11,11.7,11.3,"MG"
"3860","Bone and connective tissue",7.6,"Y",21.6,"Phosphorus, P",206,204,207,206,"MG"
"3861","Bone and connective tissue",7.6,"Y",21.6,"Sodium, Na",45,44,47,45,"MG"
"3862","Bone and connective tissue",7.6,"Y",21.6,"Copper, Cu",0.043,0.039,0.048,0.043,"MG"
"3863","Bone and connective tissue",7.6,"Y",21.6,"Manganese, Mn",0.002,0.002,0.002,0.002,"MG"
"3864","Bone and connective tissue",7.6,"Y",21.6,"16:1 t",0.015,0.013,0.017,0.016,"G"
"3865","Bone and connective tissue",7.6,"Y",21.6,"18:1 c",2.39,1.93,2.91,2.36,"G"
"3866","Bone and connective tissue",7.6,"Y",21.6,"18:2 n-6 c,c",0.259,0.237,0.302,0.249,"G"
"3867","Bone and connective tissue",7.6,"Y",21.6,"17:1",0.054,0.044,0.064,0.055,"G"
"3868","Bone and connective tissue",7.6,"Y",21.6,"Fatty acids, total trans-monoenoic",0.276,NA,NA,NA,"G"
"3869","Bone and connective tissue",7.6,"Y",21.6,"18:3 n-3 c,c,c (ALA)",0.009,0.006,0.012,0.01,"G"
"3870","Bone and connective tissue",7.6,"Y",21.6,"Cholesterol",58,54,60,58,"MG"
"3871","Bone and connective tissue",7.6,"Y",21.6,"Fatty acids, total trans",0.306,NA,NA,NA,"G"
"3872","Bone and connective tissue",7.6,"Y",21.6,"Fatty acids, total saturated",2.56,NA,NA,NA,"G"
"3873","Bone and connective tissue",7.6,"Y",21.6,"12:0",0.005,0.005,0.006,0.005,"G"
"3874","Bone and connective tissue",7.6,"Y",21.6,"14:0",0.168,0.128,0.205,0.169,"G"
"3875","Bone and connective tissue",7.6,"Y",21.6,"22:6 n-3 (DHA)",0,0,0.001,0,"G"
"3876","Bone and connective tissue",7.6,"Y",21.6,"20:5 n-3 (EPA)",0.003,0.002,0.004,0.002,"G"
"3877","Bone and connective tissue",7.6,"Y",21.6,"22:5 n-3 (DPA)",0.008,0.007,0.009,0.008,"G"
"3878","Bone and connective tissue",7.6,"Y",21.6,"17:0",0.069,0.056,0.08,0.07,"G"
"3879","Bone and connective tissue",7.6,"Y",21.6,"24:0",0.004,0.002,0.007,0.004,"G"
"3880","Bone and connective tissue",7.6,"Y",21.6,"Thiamin",0.053,NA,NA,0.053,"MG"
"3881","Bone and connective tissue",7.6,"Y",21.6,"Riboflavin",0.202,0.18,0.23,0.2,"MG"
"3882","Bone and connective tissue",7.6,"Y",21.6,"Vitamin B-12",1.72,1.48,1.98,1.7,"UG"
"3883","Bone and connective tissue",7.6,"Y",21.6,"Vitamin D3 (cholecalciferol)",0,NA,NA,0,"UG"
"3884","Bone and connective tissue",7.6,"Y",21.6,"Vitamin D (D2 + D3)",0,NA,NA,NA,"UG"
"3885","Bone and connective tissue",7.6,"Y",21.6,"Vitamin D (D2 + D3), International Units",0,NA,NA,NA,"IU"
"3886","Bone and connective tissue",7.6,"Y",21.6,"Tocopherol, beta",0,0,0,0,"MG"
"3887","Bone and connective tissue",7.6,"Y",21.6,"Tocopherol, gamma",0.02,0,0.05,0.02,"MG"
"3888","Bone and connective tissue",7.6,"Y",21.6,"Tocopherol, delta",0,0,0,0,"MG"
"3889","Bone and connective tissue",7.6,"Y",21.6,"Tocotrienol, alpha",0,0,0,0,"MG"
"3890","Bone and connective tissue",7.6,"Y",21.6,"Tocotrienol, beta",0,0,0,0,"MG"
"3891","Bone and connective tissue",7.6,"Y",21.6,"Tocotrienol, gamma",0,0,0,0,"MG"
"3892","Bone and connective tissue",7.6,"Y",21.6,"Tocotrienol, delta",0,0,0,0,"MG"
"3893","Bone and connective tissue",7.6,"Y",21.6,"Vitamin D2 (ergocalciferol)",0,NA,NA,0,"UG"
"3894","Bone and connective tissue",7.6,"Y",21.6,"25-hydroxycholecalciferol",0.26,NA,NA,0.26,"UG"
"3895","Bone and connective tissue",7.6,"Y",21.6,"Choline, from sphingomyelin",5.2,NA,NA,5.2,"MG"
"3896","Bone and connective tissue",7.6,"Y",21.6,"Choline, free",0.7,NA,NA,0.7,"MG"
"3897","Bone and connective tissue",7.6,"Y",21.6,"Choline, from phosphotidyl choline",0.7,NA,NA,0.7,"MG"
"3898","Bone and connective tissue",7.6,"Y",21.6,"Choline, from phosphocholine",44,NA,NA,44,"MG"
"3899","Bone and connective tissue",7.6,"Y",21.6,"Choline, from glycerophosphocholine",5.7,NA,NA,5.7,"MG"
"3900","Bone and connective tissue",7.6,"Y",21.6,"Fatty acids, total trans-dienoic",0.03,NA,NA,NA,"G"
"3901","Bone and connective tissue",7.6,"Y",21.6,"14:1 c",0.04,NA,NA,NA,"G"
"3902","Bone and connective tissue",7.6,"Y",21.6,"17:1 c",0.054,NA,NA,NA,"G"
"3903","Bone and connective tissue",7.6,"Y",21.6,"20:1 c",0.011,NA,NA,NA,"G"
"3904","Bone and connective tissue",7.6,"Y",21.6,"18:2 c",0.281,NA,NA,NA,"G"
"3905","Bone and connective tissue",7.6,"Y",21.6,"18:3 c",0.009,NA,NA,NA,"G"
"3906","Bone and connective tissue",7.6,"Y",21.6,"20:3 c",0.013,NA,NA,NA,"G"
"3907","Bone and connective tissue",7.6,"Y",21.6,"20:4 c",0.048,NA,NA,NA,"G"
"3908","Bone and connective tissue",7.6,"Y",21.6,"20:5 c",0.003,NA,NA,NA,"G"
"3909","Bone and connective tissue",7.6,"Y",21.6,"22:5 c",0.008,NA,NA,NA,"G"
"3910","Bone and connective tissue",7.6,"Y",21.6,"22:6 c",0,NA,NA,NA,"G"
"3911","Bone and connective tissue",7.6,"Y",21.6,"20:2 c",0.001,NA,NA,NA,"G"
"3912","Bone and connective tissue",7.6,"Y",21.6,"Total fat (NLEA)",5.93,NA,NA,NA,"G"
"3913","External fat",6.1,"Y",17.4,"Niacin",6.88,6.15,7.25,7.07,"MG"
"3914","External fat",6.1,"Y",17.4,"Pantothenic acid",0.36,NA,NA,0.36,"MG"
"3915","External fat",6.1,"Y",17.4,"Vitamin B-6",0.575,0.516,0.641,0.571,"MG"
"3916","External fat",6.1,"Y",17.4,"Choline, total",56.3,NA,NA,56.3,"MG"
"3917","External fat",6.1,"Y",17.4,"Betaine",10,NA,NA,10,"MG"
"3918","External fat",6.1,"Y",17.4,"10:0",0.006,0.005,0.007,0.006,"G"
"3919","External fat",6.1,"Y",17.4,"16:0",1.5,1.19,1.89,1.46,"G"
"3920","External fat",6.1,"Y",17.4,"18:0",0.773,0.656,0.932,0.753,"G"
"3921","External fat",6.1,"Y",17.4,"20:0",0.004,0.002,0.005,0.004,"G"
"3922","External fat",6.1,"Y",17.4,"20:4",0.048,0.04,0.055,0.048,"G"
"3923","External fat",6.1,"Y",17.4,"20:1",0.011,0.008,0.014,0.011,"G"
"3924","External fat",6.1,"Y",17.4,"Fatty acids, total monounsaturated",2.71,NA,NA,NA,"G"
"3925","External fat",6.1,"Y",17.4,"Fatty acids, total polyunsaturated",0.364,NA,NA,NA,"G"
"3926","External fat",6.1,"Y",17.4,"15:0",0.027,0.023,0.032,0.027,"G"
"3927","External fat",6.1,"Y",17.4,"Total lipid (fat)",6.39,2.33,10.4,6.41,"G"
"3928","External fat",6.1,"Y",17.4,"Carbohydrate, by difference",0,NA,NA,NA,"G"
"3929","External fat",6.1,"Y",17.4,"Energy",155,NA,NA,NA,"KCAL"
"3930","External fat",6.1,"Y",17.4,"Water",69.9,67.2,73.2,69.9,"G"
"3931","External fat",6.1,"Y",17.4,"Calcium, Ca",15,15,15,15,"MG"
"3932","External fat",6.1,"Y",17.4,"Potassium, K",282,278,286,282,"MG"
"3933","External fat",6.1,"Y",17.4,"Zinc, Zn",3.76,3.69,3.84,3.76,"MG"
"3934","External fat",6.1,"Y",17.4,"Selenium, Se",21.3,20.3,22.3,21.3,"UG"
"3935","External fat",6.1,"Y",17.4,"Vitamin E (alpha-tocopherol)",0.25,0.21,0.28,0.25,"MG"
"3936","External fat",6.1,"Y",17.4,"18:1 t",0.261,0.208,0.331,0.253,"G"
"3937","External fat",6.1,"Y",17.4,"18:2 t not further defined",0.03,0.025,0.036,0.03,"G"
"3938","External fat",6.1,"Y",17.4,"18:2 CLAs",0.022,0.019,0.029,0.02,"G"
"3939","External fat",6.1,"Y",17.4,"20:2 n-6 c,c",0.001,0.001,0.002,0.002,"G"
"3940","External fat",6.1,"Y",17.4,"16:1 c",0.211,0.155,0.269,0.209,"G"
"3941","External fat",6.1,"Y",17.4,"20:3 n-6",0.013,0.012,0.014,0.014,"G"
"3942","External fat",6.1,"Y",17.4,"Protein",22.8,21.7,23.9,22.8,"G"
"3943","External fat",6.1,"Y",17.4,"Ash",1.01,0.89,1.14,1.01,"G"
"3944","External fat",6.1,"Y",17.4,"Energy",648,NA,NA,NA,"kJ"
"3945","External fat",6.1,"Y",17.4,"Iron, Fe",1.9,1.79,2.01,1.9,"MG"
"3946","External fat",6.1,"Y",17.4,"Magnesium, Mg",11.3,11,11.7,11.3,"MG"
"3947","External fat",6.1,"Y",17.4,"Phosphorus, P",206,204,207,206,"MG"
"3948","External fat",6.1,"Y",17.4,"Sodium, Na",45,44,47,45,"MG"
"3949","External fat",6.1,"Y",17.4,"Copper, Cu",0.043,0.039,0.048,0.043,"MG"
"3950","External fat",6.1,"Y",17.4,"Manganese, Mn",0.002,0.002,0.002,0.002,"MG"
"3951","External fat",6.1,"Y",17.4,"16:1 t",0.015,0.013,0.017,0.016,"G"
"3952","External fat",6.1,"Y",17.4,"18:1 c",2.39,1.93,2.91,2.36,"G"
"3953","External fat",6.1,"Y",17.4,"18:2 n-6 c,c",0.259,0.237,0.302,0.249,"G"
"3954","External fat",6.1,"Y",17.4,"17:1",0.054,0.044,0.064,0.055,"G"
"3955","External fat",6.1,"Y",17.4,"Fatty acids, total trans-monoenoic",0.276,NA,NA,NA,"G"
"3956","External fat",6.1,"Y",17.4,"18:3 n-3 c,c,c (ALA)",0.009,0.006,0.012,0.01,"G"
"3957","External fat",6.1,"Y",17.4,"Cholesterol",58,54,60,58,"MG"
"3958","External fat",6.1,"Y",17.4,"Fatty acids, total trans",0.306,NA,NA,NA,"G"
"3959","External fat",6.1,"Y",17.4,"Fatty acids, total saturated",2.56,NA,NA,NA,"G"
"3960","External fat",6.1,"Y",17.4,"12:0",0.005,0.005,0.006,0.005,"G"
"3961","External fat",6.1,"Y",17.4,"14:0",0.168,0.128,0.205,0.169,"G"
"3962","External fat",6.1,"Y",17.4,"22:6 n-3 (DHA)",0,0,0.001,0,"G"
"3963","External fat",6.1,"Y",17.4,"20:5 n-3 (EPA)",0.003,0.002,0.004,0.002,"G"
"3964","External fat",6.1,"Y",17.4,"22:5 n-3 (DPA)",0.008,0.007,0.009,0.008,"G"
"3965","External fat",6.1,"Y",17.4,"17:0",0.069,0.056,0.08,0.07,"G"
"3966","External fat",6.1,"Y",17.4,"24:0",0.004,0.002,0.007,0.004,"G"
"3967","External fat",6.1,"Y",17.4,"Thiamin",0.053,NA,NA,0.053,"MG"
"3968","External fat",6.1,"Y",17.4,"Riboflavin",0.202,0.18,0.23,0.2,"MG"
"3969","External fat",6.1,"Y",17.4,"Vitamin B-12",1.72,1.48,1.98,1.7,"UG"
"3970","External fat",6.1,"Y",17.4,"Vitamin D3 (cholecalciferol)",0,NA,NA,0,"UG"
"3971","External fat",6.1,"Y",17.4,"Vitamin D (D2 + D3)",0,NA,NA,NA,"UG"
"3972","External fat",6.1,"Y",17.4,"Vitamin D (D2 + D3), International Units",0,NA,NA,NA,"IU"
"3973","External fat",6.1,"Y",17.4,"Tocopherol, beta",0,0,0,0,"MG"
"3974","External fat",6.1,"Y",17.4,"Tocopherol, gamma",0.02,0,0.05,0.02,"MG"
"3975","External fat",6.1,"Y",17.4,"Tocopherol, delta",0,0,0,0,"MG"
"3976","External fat",6.1,"Y",17.4,"Tocotrienol, alpha",0,0,0,0,"MG"
"3977","External fat",6.1,"Y",17.4,"Tocotrienol, beta",0,0,0,0,"MG"
"3978","External fat",6.1,"Y",17.4,"Tocotrienol, gamma",0,0,0,0,"MG"
"3979","External fat",6.1,"Y",17.4,"Tocotrienol, delta",0,0,0,0,"MG"
"3980","External fat",6.1,"Y",17.4,"Vitamin D2 (ergocalciferol)",0,NA,NA,0,"UG"
"3981","External fat",6.1,"Y",17.4,"25-hydroxycholecalciferol",0.26,NA,NA,0.26,"UG"
"3982","External fat",6.1,"Y",17.4,"Choline, from sphingomyelin",5.2,NA,NA,5.2,"MG"
"3983","External fat",6.1,"Y",17.4,"Choline, free",0.7,NA,NA,0.7,"MG"
"3984","External fat",6.1,"Y",17.4,"Choline, from phosphotidyl choline",0.7,NA,NA,0.7,"MG"
"3985","External fat",6.1,"Y",17.4,"Choline, from phosphocholine",44,NA,NA,44,"MG"
"3986","External fat",6.1,"Y",17.4,"Choline, from glycerophosphocholine",5.7,NA,NA,5.7,"MG"
"3987","External fat",6.1,"Y",17.4,"Fatty acids, total trans-dienoic",0.03,NA,NA,NA,"G"
"3988","External fat",6.1,"Y",17.4,"14:1 c",0.04,NA,NA,NA,"G"
"3989","External fat",6.1,"Y",17.4,"17:1 c",0.054,NA,NA,NA,"G"
"3990","External fat",6.1,"Y",17.4,"20:1 c",0.011,NA,NA,NA,"G"
"3991","External fat",6.1,"Y",17.4,"18:2 c",0.281,NA,NA,NA,"G"
"3992","External fat",6.1,"Y",17.4,"18:3 c",0.009,NA,NA,NA,"G"
"3993","External fat",6.1,"Y",17.4,"20:3 c",0.013,NA,NA,NA,"G"
"3994","External fat",6.1,"Y",17.4,"20:4 c",0.048,NA,NA,NA,"G"
"3995","External fat",6.1,"Y",17.4,"20:5 c",0.003,NA,NA,NA,"G"
"3996","External fat",6.1,"Y",17.4,"22:5 c",0.008,NA,NA,NA,"G"
"3997","External fat",6.1,"Y",17.4,"22:6 c",0,NA,NA,NA,"G"
"3998","External fat",6.1,"Y",17.4,"20:2 c",0.001,NA,NA,NA,"G"
"3999","External fat",6.1,"Y",17.4,"Total fat (NLEA)",5.93,NA,NA,NA,"G"
"4000","Handling loss",0.7,"N",2.1,"Niacin",6.88,6.15,7.25,7.07,"MG"
"4001","Handling loss",0.7,"N",2.1,"Pantothenic acid",0.36,NA,NA,0.36,"MG"
"4002","Handling loss",0.7,"N",2.1,"Vitamin B-6",0.575,0.516,0.641,0.571,"MG"
"4003","Handling loss",0.7,"N",2.1,"Choline, total",56.3,NA,NA,56.3,"MG"
"4004","Handling loss",0.7,"N",2.1,"Betaine",10,NA,NA,10,"MG"
"4005","Handling loss",0.7,"N",2.1,"10:0",0.006,0.005,0.007,0.006,"G"
"4006","Handling loss",0.7,"N",2.1,"16:0",1.5,1.19,1.89,1.46,"G"
"4007","Handling loss",0.7,"N",2.1,"18:0",0.773,0.656,0.932,0.753,"G"
"4008","Handling loss",0.7,"N",2.1,"20:0",0.004,0.002,0.005,0.004,"G"
"4009","Handling loss",0.7,"N",2.1,"20:4",0.048,0.04,0.055,0.048,"G"
"4010","Handling loss",0.7,"N",2.1,"20:1",0.011,0.008,0.014,0.011,"G"
"4011","Handling loss",0.7,"N",2.1,"Fatty acids, total monounsaturated",2.71,NA,NA,NA,"G"
"4012","Handling loss",0.7,"N",2.1,"Fatty acids, total polyunsaturated",0.364,NA,NA,NA,"G"
"4013","Handling loss",0.7,"N",2.1,"15:0",0.027,0.023,0.032,0.027,"G"
"4014","Handling loss",0.7,"N",2.1,"Total lipid (fat)",6.39,2.33,10.4,6.41,"G"
"4015","Handling loss",0.7,"N",2.1,"Carbohydrate, by difference",0,NA,NA,NA,"G"
"4016","Handling loss",0.7,"N",2.1,"Energy",155,NA,NA,NA,"KCAL"
"4017","Handling loss",0.7,"N",2.1,"Water",69.9,67.2,73.2,69.9,"G"
"4018","Handling loss",0.7,"N",2.1,"Calcium, Ca",15,15,15,15,"MG"
"4019","Handling loss",0.7,"N",2.1,"Potassium, K",282,278,286,282,"MG"
"4020","Handling loss",0.7,"N",2.1,"Zinc, Zn",3.76,3.69,3.84,3.76,"MG"
"4021","Handling loss",0.7,"N",2.1,"Selenium, Se",21.3,20.3,22.3,21.3,"UG"
"4022","Handling loss",0.7,"N",2.1,"Vitamin E (alpha-tocopherol)",0.25,0.21,0.28,0.25,"MG"
"4023","Handling loss",0.7,"N",2.1,"18:1 t",0.261,0.208,0.331,0.253,"G"
"4024","Handling loss",0.7,"N",2.1,"18:2 t not further defined",0.03,0.025,0.036,0.03,"G"
"4025","Handling loss",0.7,"N",2.1,"18:2 CLAs",0.022,0.019,0.029,0.02,"G"
"4026","Handling loss",0.7,"N",2.1,"20:2 n-6 c,c",0.001,0.001,0.002,0.002,"G"
"4027","Handling loss",0.7,"N",2.1,"16:1 c",0.211,0.155,0.269,0.209,"G"
"4028","Handling loss",0.7,"N",2.1,"20:3 n-6",0.013,0.012,0.014,0.014,"G"
"4029","Handling loss",0.7,"N",2.1,"Protein",22.8,21.7,23.9,22.8,"G"
"4030","Handling loss",0.7,"N",2.1,"Ash",1.01,0.89,1.14,1.01,"G"
"4031","Handling loss",0.7,"N",2.1,"Energy",648,NA,NA,NA,"kJ"
"4032","Handling loss",0.7,"N",2.1,"Iron, Fe",1.9,1.79,2.01,1.9,"MG"
"4033","Handling loss",0.7,"N",2.1,"Magnesium, Mg",11.3,11,11.7,11.3,"MG"
"4034","Handling loss",0.7,"N",2.1,"Phosphorus, P",206,204,207,206,"MG"
"4035","Handling loss",0.7,"N",2.1,"Sodium, Na",45,44,47,45,"MG"
"4036","Handling loss",0.7,"N",2.1,"Copper, Cu",0.043,0.039,0.048,0.043,"MG"
"4037","Handling loss",0.7,"N",2.1,"Manganese, Mn",0.002,0.002,0.002,0.002,"MG"
"4038","Handling loss",0.7,"N",2.1,"16:1 t",0.015,0.013,0.017,0.016,"G"
"4039","Handling loss",0.7,"N",2.1,"18:1 c",2.39,1.93,2.91,2.36,"G"
"4040","Handling loss",0.7,"N",2.1,"18:2 n-6 c,c",0.259,0.237,0.302,0.249,"G"
"4041","Handling loss",0.7,"N",2.1,"17:1",0.054,0.044,0.064,0.055,"G"
"4042","Handling loss",0.7,"N",2.1,"Fatty acids, total trans-monoenoic",0.276,NA,NA,NA,"G"
"4043","Handling loss",0.7,"N",2.1,"18:3 n-3 c,c,c (ALA)",0.009,0.006,0.012,0.01,"G"
"4044","Handling loss",0.7,"N",2.1,"Cholesterol",58,54,60,58,"MG"
"4045","Handling loss",0.7,"N",2.1,"Fatty acids, total trans",0.306,NA,NA,NA,"G"
"4046","Handling loss",0.7,"N",2.1,"Fatty acids, total saturated",2.56,NA,NA,NA,"G"
"4047","Handling loss",0.7,"N",2.1,"12:0",0.005,0.005,0.006,0.005,"G"
"4048","Handling loss",0.7,"N",2.1,"14:0",0.168,0.128,0.205,0.169,"G"
"4049","Handling loss",0.7,"N",2.1,"22:6 n-3 (DHA)",0,0,0.001,0,"G"
"4050","Handling loss",0.7,"N",2.1,"20:5 n-3 (EPA)",0.003,0.002,0.004,0.002,"G"
"4051","Handling loss",0.7,"N",2.1,"22:5 n-3 (DPA)",0.008,0.007,0.009,0.008,"G"
"4052","Handling loss",0.7,"N",2.1,"17:0",0.069,0.056,0.08,0.07,"G"
"4053","Handling loss",0.7,"N",2.1,"24:0",0.004,0.002,0.007,0.004,"G"
"4054","Handling loss",0.7,"N",2.1,"Thiamin",0.053,NA,NA,0.053,"MG"
"4055","Handling loss",0.7,"N",2.1,"Riboflavin",0.202,0.18,0.23,0.2,"MG"
"4056","Handling loss",0.7,"N",2.1,"Vitamin B-12",1.72,1.48,1.98,1.7,"UG"
"4057","Handling loss",0.7,"N",2.1,"Vitamin D3 (cholecalciferol)",0,NA,NA,0,"UG"
"4058","Handling loss",0.7,"N",2.1,"Vitamin D (D2 + D3)",0,NA,NA,NA,"UG"
"4059","Handling loss",0.7,"N",2.1,"Vitamin D (D2 + D3), International Units",0,NA,NA,NA,"IU"
"4060","Handling loss",0.7,"N",2.1,"Tocopherol, beta",0,0,0,0,"MG"
"4061","Handling loss",0.7,"N",2.1,"Tocopherol, gamma",0.02,0,0.05,0.02,"MG"
"4062","Handling loss",0.7,"N",2.1,"Tocopherol, delta",0,0,0,0,"MG"
"4063","Handling loss",0.7,"N",2.1,"Tocotrienol, alpha",0,0,0,0,"MG"
"4064","Handling loss",0.7,"N",2.1,"Tocotrienol, beta",0,0,0,0,"MG"
"4065","Handling loss",0.7,"N",2.1,"Tocotrienol, gamma",0,0,0,0,"MG"
"4066","Handling loss",0.7,"N",2.1,"Tocotrienol, delta",0,0,0,0,"MG"
"4067","Handling loss",0.7,"N",2.1,"Vitamin D2 (ergocalciferol)",0,NA,NA,0,"UG"
"4068","Handling loss",0.7,"N",2.1,"25-hydroxycholecalciferol",0.26,NA,NA,0.26,"UG"
"4069","Handling loss",0.7,"N",2.1,"Choline, from sphingomyelin",5.2,NA,NA,5.2,"MG"
"4070","Handling loss",0.7,"N",2.1,"Choline, free",0.7,NA,NA,0.7,"MG"
"4071","Handling loss",0.7,"N",2.1,"Choline, from phosphotidyl choline",0.7,NA,NA,0.7,"MG"
"4072","Handling loss",0.7,"N",2.1,"Choline, from phosphocholine",44,NA,NA,44,"MG"
"4073","Handling loss",0.7,"N",2.1,"Choline, from glycerophosphocholine",5.7,NA,NA,5.7,"MG"
"4074","Handling loss",0.7,"N",2.1,"Fatty acids, total trans-dienoic",0.03,NA,NA,NA,"G"
"4075","Handling loss",0.7,"N",2.1,"14:1 c",0.04,NA,NA,NA,"G"
"4076","Handling loss",0.7,"N",2.1,"17:1 c",0.054,NA,NA,NA,"G"
"4077","Handling loss",0.7,"N",2.1,"20:1 c",0.011,NA,NA,NA,"G"
"4078","Handling loss",0.7,"N",2.1,"18:2 c",0.281,NA,NA,NA,"G"
"4079","Handling loss",0.7,"N",2.1,"18:3 c",0.009,NA,NA,NA,"G"
"4080","Handling loss",0.7,"N",2.1,"20:3 c",0.013,NA,NA,NA,"G"
"4081","Handling loss",0.7,"N",2.1,"20:4 c",0.048,NA,NA,NA,"G"
"4082","Handling loss",0.7,"N",2.1,"20:5 c",0.003,NA,NA,NA,"G"
